id,code,name
tax_levelO-13,O-13,Gran contribuyente
tax_levelO-15,O-15,Autorretenedor
tax_levelO-23,O-23,Agente de retención en el impuesto sobre las ventas
tax_levelO-47,O-47,Régimen Simple de Tributación – SIMPLE
tax_levelR-99-PJ,R-99-PJ,Otro tipo de responsable
