id,name,co_code,state_id/id,country_id/id
17486,NEIRA,17486,base.state_co_06,base.co
17495,NORCASIA,17495,base.state_co_06,base.co
17513,PÁCORA,17513,base.state_co_06,base.co
17524,PALESTINA,17524,base.state_co_06,base.co
17541,PENSILVANIA,17541,base.state_co_06,base.co
17614,RIOSUCIO,17614,base.state_co_06,base.co
17616,RISARALDA,17616,base.state_co_06,base.co
17653,SALAMINA,17653,base.state_co_06,base.co
17662,SAMANÁ,17662,base.state_co_06,base.co
17665,SAN JOSÉ,17665,base.state_co_06,base.co
17777,SUPÍA,17777,base.state_co_06,base.co
17867,VICTORIA,17867,base.state_co_06,base.co
17873,VILLAMARÍA,17873,base.state_co_06,base.co
17877,VITERBO,17877,base.state_co_06,base.co
18001,FLORENCIA,18001,base.state_co_07,base.co
18029,ALBANIA,18029,base.state_co_07,base.co
18094,BELÉN DE LOS ANDAQUÍES,18094,base.state_co_07,base.co
18150,CARTAGENA DEL CHAIRÁ,18150,base.state_co_07,base.co
18205,CURILLO,18205,base.state_co_07,base.co
18247,EL DONCELLO,18247,base.state_co_07,base.co
18256,EL PAUJÍL,18256,base.state_co_07,base.co
18410,LA MONTAÑITA,18410,base.state_co_07,base.co
18460,MILÁN,18460,base.state_co_07,base.co
18479,MORELIA,18479,base.state_co_07,base.co
18592,PUERTO RICO,18592,base.state_co_07,base.co
18610,SAN JOSÉ DEL FRAGUA,18610,base.state_co_07,base.co
18753,SAN VICENTE DEL CAGUÁN,18753,base.state_co_07,base.co
18756,SOLANO,18756,base.state_co_07,base.co
18785,SOLITA,18785,base.state_co_07,base.co
18860,VALPARAÍSO,18860,base.state_co_07,base.co
19001,POPAYÁN,19001,base.state_co_08,base.co
19022,ALMAGUER,19022,base.state_co_08,base.co
19050,ARGELIA,19050,base.state_co_08,base.co
19075,BALBOA,19075,base.state_co_08,base.co
19100,BOLÍVAR,19100,base.state_co_08,base.co
19110,BUENOS AIRES,19110,base.state_co_08,base.co
19130,CAJIBÍO,19130,base.state_co_08,base.co
19137,CALDONO,19137,base.state_co_08,base.co
19142,CALOTO,19142,base.state_co_08,base.co
19212,CORINTO,19212,base.state_co_08,base.co
19256,EL TAMBO,19256,base.state_co_08,base.co
19290,FLORENCIA,19290,base.state_co_08,base.co
19300,GUACHENÉ,19300,base.state_co_08,base.co
19318,GUAPÍ,19318,base.state_co_08,base.co
19355,INZÁ,19355,base.state_co_08,base.co
19364,JAMBALÓ,19364,base.state_co_08,base.co
19392,LA SIERRA,19392,base.state_co_08,base.co
19397,LA VEGA,19397,base.state_co_08,base.co
19418,LÓPEZ DE MICAY,19418,base.state_co_08,base.co
19450,MERCADERES,19450,base.state_co_08,base.co
19455,MIRANDA,19455,base.state_co_08,base.co
19473,MORALES,19473,base.state_co_08,base.co
19513,PADILLA,19513,base.state_co_08,base.co
19517,PÁEZ - BELALCAZAR,19517,base.state_co_08,base.co
19532,PATÍA – EL BORDO,19532,base.state_co_08,base.co
19533,PIAMONTE,19533,base.state_co_08,base.co
19548,PIENDAMÓ – TUNÍA,19548,base.state_co_08,base.co
19573,PUERTO TEJADA,19573,base.state_co_08,base.co
19585,PURACÉ - COCONUCO,19585,base.state_co_08,base.co
19622,ROSAS,19622,base.state_co_08,base.co
19693,SAN SEBASTIÁN,19693,base.state_co_08,base.co
19698,SANTANDER DE QUILICHAO,19698,base.state_co_08,base.co
19701,SANTA ROSA,19701,base.state_co_08,base.co
19743,SILVIA,19743,base.state_co_08,base.co
19760,SOTARA,19760,base.state_co_08,base.co
19780,SUÁREZ,19780,base.state_co_08,base.co
19785,SUCRE,19785,base.state_co_08,base.co
19807,TIMBÍO,19807,base.state_co_08,base.co
19809,TIMBIQUÍ,19809,base.state_co_08,base.co
19821,TORIBÍO,19821,base.state_co_08,base.co
19824,TOTORÓ,19824,base.state_co_08,base.co
19845,VILLA RICA,19845,base.state_co_08,base.co
20001,VALLEDUPAR,20001,base.state_co_09,base.co
20011,AGUACHICA,20011,base.state_co_09,base.co
20013,AGUSTÍN CODAZZI,20013,base.state_co_09,base.co
20032,ASTREA,20032,base.state_co_09,base.co
20045,BECERRIL,20045,base.state_co_09,base.co
20060,BOSCONIA,20060,base.state_co_09,base.co
20175,CHIMICHAGUA,20175,base.state_co_09,base.co
20178,CHIRIGUANÁ,20178,base.state_co_09,base.co
20228,CURUMANÍ,20228,base.state_co_09,base.co
20238,EL COPEY,20238,base.state_co_09,base.co
20250,EL PASO,20250,base.state_co_09,base.co
20295,GAMARRA,20295,base.state_co_09,base.co
20310,GONZÁLEZ,20310,base.state_co_09,base.co
20383,LA GLORIA,20383,base.state_co_09,base.co
20400,LA JAGUA DE IBIRICO,20400,base.state_co_09,base.co
20443,MANAURE BALCÓN DEL CESAR,20443,base.state_co_09,base.co
20517,PAILITAS,20517,base.state_co_09,base.co
20550,PELAYA,20550,base.state_co_09,base.co
20570,PUEBLO BELLO,20570,base.state_co_09,base.co
20614,RÍO DE ORO,20614,base.state_co_09,base.co
20621,LA PAZ,20621,base.state_co_09,base.co
20710,SAN ALBERTO,20710,base.state_co_09,base.co
20750,SAN DIEGO,20750,base.state_co_09,base.co
20770,SAN MARTÍN,20770,base.state_co_09,base.co
20787,TAMALAMEQUE,20787,base.state_co_09,base.co
23001,MONTERÍA,23001,base.state_co_10,base.co
23068,AYAPEL,23068,base.state_co_10,base.co
23079,BUENAVISTA,23079,base.state_co_10,base.co
23090,CANALETE,23090,base.state_co_10,base.co
23162,CERETÉ,23162,base.state_co_10,base.co
23168,CHIMÁ,23168,base.state_co_10,base.co
23182,CHINÚ,23182,base.state_co_10,base.co
23189,CIÉNAGA DE ORO,23189,base.state_co_10,base.co
23300,COTORRA,23300,base.state_co_10,base.co
23350,LA APARTADA,23350,base.state_co_10,base.co
23417,LORICA,23417,base.state_co_10,base.co
23419,LOS CÓRDOBAS,23419,base.state_co_10,base.co
23464,MOMIL,23464,base.state_co_10,base.co
23466,MONTELÍBANO,23466,base.state_co_10,base.co
23500,MOÑITOS,23500,base.state_co_10,base.co
23555,PLANETA RICA,23555,base.state_co_10,base.co
23570,PUEBLO NUEVO,23570,base.state_co_10,base.co
23574,PUERTO ESCONDIDO,23574,base.state_co_10,base.co
23580,PUERTO LIBERTADOR,23580,base.state_co_10,base.co
23586,PURÍSIMA DE LA CONCEPCIÓN,23586,base.state_co_10,base.co
23660,SAHAGÚN,23660,base.state_co_10,base.co
23670,SAN ANDRÉS DE SOTAVENTO,23670,base.state_co_10,base.co
23672,SAN ANTERO,23672,base.state_co_10,base.co
23675,SAN BERNARDO DEL VIENTO,23675,base.state_co_10,base.co
23678,SAN CARLOS,23678,base.state_co_10,base.co
23682,SAN JOSÉ DE URÉ,23682,base.state_co_10,base.co
23686,SAN PELAYO,23686,base.state_co_10,base.co
23807,TIERRALTA,23807,base.state_co_10,base.co
23815,TUCHÍN,23815,base.state_co_10,base.co
23855,VALENCIA,23855,base.state_co_10,base.co
25001,AGUA DE DIOS,25001,base.state_co_11,base.co
25019,ALBÁN,25019,base.state_co_11,base.co
25035,ANAPOIMA,25035,base.state_co_11,base.co
25040,ANOLAIMA,25040,base.state_co_11,base.co
25053,ARBELÁEZ,25053,base.state_co_11,base.co
25086,BELTRÁN,25086,base.state_co_11,base.co
25095,BITUIMA,25095,base.state_co_11,base.co
25099,BOJACÁ,25099,base.state_co_11,base.co
25120,CABRERA,25120,base.state_co_11,base.co
25123,CACHIPAY,25123,base.state_co_11,base.co
25126,CAJICÁ,25126,base.state_co_11,base.co
25148,CAPARRAPÍ,25148,base.state_co_11,base.co
25151,CÁQUEZA,25151,base.state_co_11,base.co
25154,CARMEN DE CARUPA,25154,base.state_co_11,base.co
25168,CHAGUANÍ,25168,base.state_co_11,base.co
25175,CHÍA,25175,base.state_co_11,base.co
25178,CHIPAQUE,25178,base.state_co_11,base.co
25181,CHOACHÍ,25181,base.state_co_11,base.co
25183,CHOCONTÁ,25183,base.state_co_11,base.co
25200,COGUA,25200,base.state_co_11,base.co
25214,COTA,25214,base.state_co_11,base.co
25224,CUCUNUBÁ,25224,base.state_co_11,base.co
25245,EL COLEGIO,25245,base.state_co_11,base.co
25258,EL PEÑÓN,25258,base.state_co_11,base.co
25260,EL ROSAL,25260,base.state_co_11,base.co
25269,FACATATIVÁ,25269,base.state_co_11,base.co
25279,FÓMEQUE,25279,base.state_co_11,base.co
25281,FOSCA,25281,base.state_co_11,base.co
25286,FUNZA,25286,base.state_co_11,base.co
25288,FÚQUENE,25288,base.state_co_11,base.co
25290,FUSAGASUGÁ,25290,base.state_co_11,base.co
25293,GACHALÁ,25293,base.state_co_11,base.co
25295,GACHANCIPÁ,25295,base.state_co_11,base.co
25297,GACHETÁ,25297,base.state_co_11,base.co
25299,GAMA,25299,base.state_co_11,base.co
25307,GIRARDOT,25307,base.state_co_11,base.co
25312,GRANADA,25312,base.state_co_11,base.co
